,Unnamed: 0,_id,similarity,ltable_id,rtable_id,ltable_title,ltable_release_day,ltable_release_year,ltable_esrb,ltable_genre,ltable_publisher,ltable_developer,rtable_title,rtable_release_day,rtable_release_year,rtable_esrb,rtable_genre,rtable_publisher,rtable_developer
252,3104,3104,0.38461538461538464,1705,1052,Back to the Future: The Game,December 23,2010,T,Adventure,Telltale Games,Telltale Games,The Wolf Among Us,Oct 11,2013,M,Action Adventure,Telltale Games,Telltale Games
253,3116,3116,0.38461538461538464,1951,14,Bioshock Infinite: Burial at Sea -- Episode One,November 12,2013,M,Shooter,2K Games,Irrational Games,BioShock Infinite,Mar 26,2013,M,Action,2K Games,Irrational Games
254,3147,3147,0.38461538461538464,1187,1691,Rome: Total War -- Alexander,June 19,2006,T,Strategy,SEGA,Creative Assembly,Napoleon: Total War - The Peninsular Campaign,Jul 25,2010,T,Strategy,Sega,Creative Assembly
255,3160,3160,0.38461538461538464,690,1937,Dragon Age: Origins -- Awakening,March 16,2010,M,RPG,Electronic Arts,BioWare,Dragon Age: Inquisition - Jaws Of Hakkon,Mar 24,2015,,Role-Playing,Electronic Arts,BioWare
256,3172,3172,0.38461538461538464,161,234,Diablo III: Reaper of Souls,March 25,2014,M,Action,Blizzard Entertainment,Blizzard Entertainment,Diablo II: Lord of Destruction,Jun 27,2001,M,Role-Playing,Blizzard Entertainment,Blizzard North
257,3179,3179,0.38461538461538464,2335,628,Dragon Age II -- Legacy,July 26,2011,M,RPG,Electronic Arts,BioWare,Dragon Age II: Mark of the Assassin,Oct 11,2011,M,Role-Playing,Electronic Arts,BioWare
258,3196,3196,0.38461538461538464,1750,3223,Command & Conquer Renegade,February 26,2001,T,Action,Electronic Arts,Westwood Studios,Command & Conquer 4: Tiberian Twilight,Mar 16,2010,T,Strategy,Electronic Arts,EA LA
259,3203,3203,0.38461538461538464,517,3637,Sid Meier's Civilization IV: Colonization,September 23,2008,E10+,Strategy,2K Games,Firaxis,Sid Meier's Ace Patrol: Pacific Skies,Nov  5,2013,,Strategy,2K Games,Firaxis Games
260,3205,3205,0.38461538461538464,73,2636,Middle-earth: Shadow of Mordor,September 30,2014,M,Action,Warner Bros.  Interactive,Monolith Productions,The Matrix Online,Mar 22,2005,T,Role-Playing,Warner Bros. Interactive Entertainment,Monolith Productions
261,3216,3216,0.38461538461538464,1377,3637,Sid Meier's Civilization: Beyond Earth,October 24,2014,E10+,Simulation,2K Games,Firaxis,Sid Meier's Ace Patrol: Pacific Skies,Nov  5,2013,,Strategy,2K Games,Firaxis Games
262,3224,3224,0.38461538461538464,2099,15,The Elder Scrolls Adventures: Redguard,November 20,1998,T,Adventure,Bethesda  Softworks,Bethesda  Softworks,The Elder Scrolls IV: Oblivion,Mar 20,2006,M,Role-Playing,2K Games,Bethesda Softworks
263,3242,3242,0.38461538461538464,159,314,Mass Effect 3: Citadel,March 5,2013,M,RPG,Electronic Arts,BioWare,Mass Effect 2: Lair of the Shadow Broker,Sep  7,2010,M,Role-Playing,Electronic Arts,BioWare
264,3268,3268,0.38461538461538464,11,2330,Mass Effect 2 (Collector's Edition),January 26,2010,M,RPG,Electronic Arts,BioWare,Mass Effect 2: Kasumi - Stolen Memory,Apr  6,2010,M,Role-Playing,Electronic Arts,BioWare
265,3287,3287,0.38461538461538464,1544,1244,LEGO Jurassic World,June 12,2015,E10+,Action,Warner Bros. Games,TT Games,LEGO Marvel Super Heroes,Oct 22,2013,E10+,Action Adventure,Warner Bros. Interactive Entertainment,TT Games
266,3298,3298,0.3809523809523809,2565,2379,The Walking Dead: Season Two -- Episode 4: Amid the Ruins,July 22,2014,M,Adventure,Telltale Games,Telltale Games,The Walking Dead: Michonne - Episode 3: What We Deserve,Apr 26,2016,,Adventure,Telltale Games,Telltale Games
267,3323,3323,0.3809523809523809,884,1942,Sam & Max: Season Two -- Episode #4: Chariot of the Dogs,March 14,2008,,Adventure,Telltale Games,Telltale Games,Game of Thrones: Episode Two - The Lost Lords,Feb  3,2015,M,Action,Telltale Games,Telltale Games
268,3336,3336,0.3809523809523809,237,2952,The Walking Dead: The Game -- Episode 3: Long Road Ahead,August 29,2012,M,Adventure,Telltale Games,Telltale Games,The Walking Dead: Michonne - Episode 2: Give No Shelter,Mar 29,2016,,Adventure,Telltale Games,Telltale Games
269,3353,3353,0.375,1803,3102,The Sims: Life Stories,February 6,2007,T,Simulation,Electronic Arts,Maxis,Darkspore,Apr 26,2011,T,Role-Playing,Electronic Arts,Maxis
270,3361,3361,0.375,355,798,Napoleon: Total War,February 23,2010,T,Strategy,SEGA,Creative Assembly,Alien: Isolation,Oct  6,2014,M,Action Adventure,Sega,Creative Assembly
271,3377,3377,0.375,215,348,World of Warcraft: Wrath of the Lich King (Collector's Edition),November 13,2008,T,RPG,Blizzard Entertainment,Blizzard Entertainment,Heroes of the Storm,Jun  2,2015,T,Action,Blizzard Entertainment,Blizzard Entertainment
272,3378,3378,0.375,888,2217,The Sims: Superstar,May 12,2003,T,Simulation,Electronic Arts,Maxis,The Godfather,Mar 21,2006,M,Action Adventure,Electronic Arts,Headgate
273,3398,3398,0.375,689,33,SimGolf,Jan 22,2002,E,Sports,Electronic Arts,Firaxis,Sid Meier's Gettysburg!,Sep 30,1997,E,Strategy,Electronic Arts,Firaxis Games
274,3455,3455,0.375,1957,2217,The Sims: Unleashed,Sep 23,2002,T,Simulation,Electronic Arts,Maxis,The Godfather,Mar 21,2006,M,Action Adventure,Electronic Arts,Headgate
275,3467,3467,0.375,460,1720,NHL 2003,Sep 27,2002,E,Sports,Electronic Arts,EA Canada,BattleForge,Mar 23,2009,T,Strategy,Electronic Arts,EA Phenomic
276,3497,3497,0.375,3154,3108,Catwoman,July 20,2004,T,Action,Electronic Arts,EA UK,NHL 08,Sep 11,2007,E10+,Sports,Electronic Arts,EA Canada
277,3498,3498,0.375,114,81,Mass Effect,May 27,2008,M,RPG,Electronic Arts,BioWare,Dragon Age: Origins,Nov  3,2009,M,Role-Playing,Electronic Arts,BioWare
278,3507,3507,0.375,1006,3208,The Sims: Makin' Magic,October 28,2003,T,Simulation,Electronic Arts,Maxis,SimCity,Mar  5,2013,E10+,Miscellaneous,Electronic Arts,Maxis
279,3522,3522,0.375,264,773,Soldier of Fortune,Mar 27,2000,M,Action,Activision,Raven Software,Quake 4,Oct 11,2005,M,Action,Activision,Raven Software
280,3523,3523,0.375,812,3143,EverQuest II: Echoes of Faydwer,November 14,2006,T,RPG,Sony Online Entertainment,Sony Online Entertainment,Star Wars: Clone Wars Adventures,Oct 19,2010,E10+,Role-Playing,Sony Online Entertainment,Sony Online Entertainment
281,3534,3534,0.375,3124,2181,Trapped Dead,July 15,2011,,Strategy,Meridian4,Headup Games,The Inner World,Sep 27,2013,,Adventure,Meridian4,Headup Games
282,3551,3551,0.375,2043,1056,Incoming,Jul 9,1998,T,Action,Interplay,Rage Software,Hostile Waters: Antaeus Rising,Jun 13,2001,M,Strategy,Interplay,Rage Software
283,3554,3554,0.375,560,1404,Assassin's Creed III,November 23,2012,M,Action,Ubisoft,Ubisoft Montreal,Watch Dogs,May 27,2014,M,Miscellaneous,Ubisoft,Ubisoft Montreal
284,3561,3561,0.375,16,1134,Fallout 3 -- Game of the Year Edition,October 13,2009,M,Action,Bethesda  Softworks,Bethesda Game Studios,Fallout 4: Far Harbor,May 19,2016,M,Role-Playing,Bethesda Softworks,Bethesda Game Studios
285,3573,3573,0.375,43,3709,Rayman Legends,September 3,2013,E10+,Platformer,Ubisoft,Ubisoft Montpellier,Rayman Raving Rabbids,Dec 11,2006,E,Action,Ubisoft,Ubisoft Bulgaria
286,3621,3621,0.375,1997,1927,SimCity,March 5,2013,E10+,Simulation,Electronic Arts,Maxis,The Sims 2: FreeTime,Feb 26,2008,T,Simulation,Electronic Arts,Maxis
287,3626,3626,0.375,275,22,Unreal,May 22,1998,M,Shooter,GT Interactive,Epic Games,Unreal Tournament 2004,Mar 16,2004,M,Action,Atari,Epic Games
288,3632,3632,0.375,386,52,StarCraft II: Legacy of the Void,November 10,2015,T,Strategy,Blizzard Entertainment,Blizzard Entertainment,World of Warcraft: Wrath of the Lich King,Nov 13,2008,T,Role-Playing,Blizzard Entertainment,Blizzard Entertainment
289,3644,3644,0.375,871,3208,The Sims 2: FreeTime,February 28,2008,T,Simulation,Electronic Arts,Maxis,SimCity,Mar  5,2013,E10+,Miscellaneous,Electronic Arts,Maxis
290,3654,3654,0.375,883,165,Rayman 3: Hoodlum Havoc,March 18,2003,E,Action,Ubisoft,Ubisoft,Rayman Legends,Sep  3,2013,E10+,Action,Ubisoft,Ubisoft Montpellier
291,3661,3661,0.375,1932,591,Doom,May 13,2016,M,Shooter,ZeniMax Media,Id Software,Doom II,Sep 30,1994,M,Action,GT Interactive,id Software
292,3674,3674,0.375,3263,197,Stormrise,March 24,2009,M,Strategy,SEGA,Creative Assembly,Medieval II: Total War,Nov 13,2006,T,Strategy,Sega,Creative Assembly
293,3710,3710,0.375,113,143,XCOM 2,February 5,2016,T,Strategy,2K Games,Firaxis,Borderlands 2,Sep 18,2012,M,Action,2K Games,Gearbox Software
294,3722,3722,0.3684210526315789,2004,1032,The Lord of the Rings: War in the North,November 1,2011,M,Action,Warner Bros.  Interactive,Snowblind Studios,LEGO The Lord of the Rings,Nov 13,2012,E10+,Action Adventure,Warner Bros. Interactive Entertainment,TT Games
295,3761,3761,0.3636363636363637,79,2667,Call of Duty: Black Ops II,November 13,2012,M,Shooter,Activision,Treyarch,Call of Duty: Ghosts,Nov  5,2013,M,Action,Activision,Infinity Ward
296,3780,3780,0.3636363636363637,1342,2568,F1 2001,October 3,2001,E,Racing,Electronic Arts,Electronic Arts,Harry Potter: Quidditch World Cup,Oct 28,2003,E,Sports,Electronic Arts,Electronic Arts
297,3782,3782,0.3636363636363637,2547,1225,Deadpool,June 25,2013,M,Action,Activision,High Moon Studios,Transformers: Fall of Cybertron,Aug 21,2012,T,Action,Activision,High Moon Studios Mercenary Technologies
298,3786,3786,0.3636363636363637,2796,2968,Final Fantasy XIV Online,September 22,2010,T,RPG,Square Enix,Square Enix,The Last Remnant,Mar 24,2009,M,Role-Playing,Square Enix,Square Enix
299,3787,3787,0.3636363636363637,190,1689,NHL '99,September ,1998,E,Sports,Electronic Arts,Electronic Arts,The Sims 2 Apartment Life,Aug 26,2008,T,Miscellaneous,Electronic Arts,Electronic Arts
300,3790,3790,0.3636363636363637,450,3044,NHL 2004,September 22,2003,E,Sports,Electronic Arts,Black Box,Need for Speed: Undercover,Nov 17,2008,T,Driving,Electronic Arts,EA Black Box
301,3803,3803,0.3636363636363637,451,671,Total War: Rome II,September 2,2013,RP-T+,Strategy,SEGA,Creative Assembly,Rome: Total War Barbarian Invasion,Sep 27,2005,T,Strategy,Sega,Creative Assembly
302,3874,3874,0.3636363636363637,1283,381,Aliens vs. Predator [1999],May 25,1999,M,Shooter,Fox Interactive,Rebellion,Aliens Versus Predator 2,Oct 31,2001,M,Action,Fox Interactive,Monolith Productions
303,3884,3884,0.3636363636363637,1342,1870,F1 2001,October 3,2001,E,Racing,Electronic Arts,Electronic Arts,Ultima Online: Age of Shadows,Feb  8,2003,T,Role-Playing,Electronic Arts,Electronic Arts
304,3895,3895,0.3636363636363637,2271,3974,Might and Magic IX,Mar 28,2002,T,RPG,3DO,New World Computing,Legends of Might and Magic,Jun 18,2001,T,Action,3DO,3DO
305,3899,3899,0.3636363636363637,438,259,Call of Duty: Ghosts,November 5,2013,M,Shooter,Activision,Infinity Ward,Call of Duty: United Offensive,Sep 14,2004,T,Action,Activision,Gray Matter
306,3917,3917,0.3636363636363637,867,234,Diablo II,Jun 30,2000,M,Action,Blizzard Entertainment,Blizzard Entertainment,Diablo II: Lord of Destruction,Jun 27,2001,M,Role-Playing,Blizzard Entertainment,Blizzard North
307,3918,3918,0.3636363636363637,38,234,Diablo III,May 15,2012,M,Action,Blizzard Entertainment,Blizzard Entertainment,Diablo II: Lord of Destruction,Jun 27,2001,M,Role-Playing,Blizzard Entertainment,Blizzard North
308,3919,3919,0.3636363636363637,388,324,Football Manager 2015,November 7,2014,,Sports,SEGA,Sports Interactive (SI Interactive),Worldwide Soccer Manager 2008,Oct 23,2007,E,Sports,Sega,Sports Interactive
309,3929,3929,0.3636363636363637,2380,1062,KickBeat,January 20,2014,T,Music,Zen Studios,Zen Studios,ZEN Pinball 2: The Walking Dead,Aug 26,2014,E10+,Action,Zen Studios,Zen Studios
310,3934,3934,0.3636363636363637,2198,3764,The Crystal Key,Mar 30,2000,E,Adventure,DreamCatcher Interactive,DreamCatcher Interactive,Mystery of the Nautilus,Apr 29,2002,T,Adventure,DreamCatcher Interactive,Cryo Interactive
311,3938,3938,0.3636363636363637,1168,1376,Men of War,March 17,2009,M,Strategy,Aspyr,Best Way,Soldiers: Heroes of World War II,Jun 30,2004,T,Strategy,Codemasters,Best Way
312,3946,3946,0.3636363636363637,1589,1927,The Sims 4,September 2,2014,T,Simulation,Electronic Arts,The Sims Studio,The Sims 2: FreeTime,Feb 26,2008,T,Simulation,Electronic Arts,Maxis
313,4009,4009,0.3636363636363637,1006,2209,The Sims: Makin' Magic,October 28,2003,T,Simulation,Electronic Arts,Maxis,The Sims 4: Get Together,Dec  8,2015,T,Simulation,Electronic Arts,Maxis
314,4032,4032,0.3636363636363637,714,1403,The Walking Dead: The Game -- Episode 2: Starved For Help,June 27,2012,M,Adventure,Telltale Games,Telltale Games,Game of Thrones: Episode Three - The Sword in the Darkness,Mar 24,2015,M,Action,Telltale Games,Telltale Games
315,4034,4034,0.3636363636363637,318,43,Sid Meier's Civilization V,September 21,2010,E10+,Strategy,2K Games,Firaxis,Sid Meier's Alpha Centauri,Feb 12,1999,E,Strategy,Electronic Arts,Firaxis Games
316,4036,4036,0.3636363636363637,511,2386,Europa Universalis: Rome,April 15,2008,E10+,Strategy,Paradox  Interactive,Paradox  Interactive,Achtung Panzer: Kharkov 1943,Feb 25,2010,,Strategy,Paradox Interactive,Paradox Interactive
317,4045,4045,0.3636363636363637,736,2924,Europa Universalis III,January 29,2007,E,Strategy,Paradox  Interactive,Paradox  Interactive,City Life 2008 Edition,Jul 29,2008,T,Strategy,Paradox Interactive,Paradox Interactive
318,4053,4053,0.3636363636363637,511,2034,Europa Universalis: Rome,April 15,2008,E10+,Strategy,Paradox  Interactive,Paradox  Interactive,Warlock 2: The Exiled,Apr 10,2014,,Strategy,Paradox Interactive,Paradox Interactive
319,4063,4063,0.3636363636363637,629,400,Shogun: Total War,Jun 14,2000,T,Strategy,Electronic Arts,Creative Assembly,Medieval II: Total War Kingdoms,Aug 28,2007,T,Strategy,Sega,Creative Assembly
320,4065,4065,0.3636363636363637,1505,2209,The Sims 2: Apartment Life,August 26,2008,T,Simulation,Electronic Arts,,The Sims 4: Get Together,Dec  8,2015,T,Simulation,Electronic Arts,Maxis
321,4073,4073,0.3636363636363637,388,132,Football Manager 2015,November 7,2014,,Sports,SEGA,Sports Interactive (SI Interactive),Worldwide Soccer Manager 2005,Dec  7,2004,E,Sports,Sega,Sports Interactive
322,4079,4079,0.3636363636363637,688,1735,Hitman: Episode 2,April 26,2016,M,Shooter,Square Enix,Io Interactive,Hitman - Intro Pack,Mar 11,2016,,Action Adventure,Square Enix,Io Interactive
323,4081,4081,0.3636363636363637,3049,3911,I of the Dragon,November 2,2004,M,Action,Strategy First,Primal Software,Battle of Europe,Mar 23,2006,E10+,Action,Strategy First,MAUS Software
324,4097,4097,0.3636363636363637,1352,284,Worldwide Soccer Manager 2009,November 18,2008,E,Sports,SEGA,Sports Interactive (SI Interactive),Football Manager 2013,Nov  1,2012,,Sports,Sega,Sports Interactive
325,4141,4141,0.3636363636363637,128,2667,Call of Duty: World at War,November 11,2008,M,Shooter,Activision,Treyarch,Call of Duty: Ghosts,Nov  5,2013,M,Action,Activision,Infinity Ward
326,4143,4143,0.3636363636363637,3054,1940,Tiny Brains,December 11,2013,E10+,Puzzle,Spearhead Games,Spearhead Games,Stories: The Path of Destinies,Apr 12,2016,,Role-Playing,Spearhead Games,Spearhead Games
327,4153,4153,0.3636363636363637,1517,2666,Tom Clancy's Rainbow Six: Vegas 2,April 15,2008,M,Shooter,Ubisoft,Ubisoft Montreal,Tom Clancy's EndWar,Feb 24,2009,T,Strategy,Ubisoft,Ubisoft Shanghai
328,4170,4170,0.3636363636363637,595,259,Call of Duty: Black Ops,November 9,2010,M,Shooter,Activision,Treyarch,Call of Duty: United Offensive,Sep 14,2004,T,Action,Activision,Gray Matter
329,4177,4177,0.3636363636363637,394,1833,Fallout 2,Oct 30,1998,M,RPG,Interplay,Black Isle Studios,Icewind Dale: Heart of Winter,Feb 19,2001,T,Role-Playing,Interplay,Black Isle Studios
330,4220,4220,0.3636363636363637,2722,107,Silent Hunter V: Battle Of The Atlantic,March 2,2010,T,Simulation,Ubisoft,Ubisoft Romania,Silent Hunter III,Mar 15,2005,T,Simulation,Ubisoft,Ubisoft
331,4232,4232,0.3636363636363637,2891,3503,Abomination: The Nemesis Project,Nov 8,1999,M,Strategy,Eidos Interactive,Hothouse Creations,Gangsters 2: Vendetta,Jun  5,2001,T,Strategy,Eidos Interactive,Hothouse Creations
332,4242,4242,0.3636363636363637,75,2576,Tony Hawk's Pro Skater 3,Mar 28,2002,T,Sports,Activision,Neversoft Entertainment,Tony Hawk's American Wasteland,Feb  1,2006,T,Sports,Aspyr,Neversoft Entertainment
333,4299,4299,0.3636363636363637,41,2725,Fallout 4,November 10,2015,M,RPG,Bethesda  Softworks,Bethesda Game Studios,Fallout 3: Mothership Zeta,Aug  3,2009,M,Role-Playing,Bethesda Softworks,Bethesda Softworks
334,4304,4304,0.3636363636363637,919,339,Dead Space 3: Awakened,March 12,2013,M,Action,Electronic Arts,Visceral Games,Dead Space,Oct 20,2008,M,Action,Electronic Arts,EA Redwood Shores
335,4316,4316,0.3636363636363637,326,2154,Bastion,August 16,2011,E10+,Action,Warner Bros.  Interactive,Supergiant Games,LEGO Jurassic World,Jun 11,2015,E10+,Action Adventure,Warner Bros. Interactive Entertainment,TT Games
336,4331,4331,0.3636363636363637,1612,1785,The Walking Dead: The Game -- Episode 4: Around Every Corner,October 10,2012,M,Adventure,Telltale Games,Telltale Games,Back to the Future: The Game - Episode II: Get Tannen!,Feb 17,2011,RP,Action Adventure,Telltale Games,Telltale Games
337,4335,4335,0.3636363636363637,1852,1790,The Sims Online,Dec 17,2002,T,Simulation,Electronic Arts,Maxis,The Sims 3: Ambitions,Jun  1,2010,T,Simulation,Electronic Arts,EA Redwood Shores
338,4375,4375,0.3636363636363637,22,1988,The Sims,Feb 4,2000,T,Simulation,Electronic Arts,Maxis,The Sims 3: Island Paradise,Jun 25,2013,T,Simulation,Electronic Arts,The Sims Studio
339,4396,4396,0.3636363636363637,208,324,Football Manager 2012,October 20,2011,E,Sports,SEGA,Sports Interactive (SI Interactive),Worldwide Soccer Manager 2008,Oct 23,2007,E,Sports,Sega,Sports Interactive
340,4492,4492,0.35714285714285715,362,621,The Sims 2: Seasons,March 1,2007,T,Simulation,Electronic Arts,EA Redwood Shores Studio,Spore Creature Creator,Jun 17,2008,E,Strategy,Electronic Arts,Maxis EA Redwood Shores
341,4504,4504,0.35714285714285715,683,3613,Tom Clancy's Splinter Cell: Conviction,April 27,2010,M,Action,Ubisoft,Ubisoft Montreal,Tom Clancy's Rainbow Six: Lockdown,Feb 16,2006,M,Action,Ubisoft,Red Storm Entertainment Ubisoft Montreal
342,4519,4519,0.35714285714285715,977,2913,Age of Empires II: The Conquerors,Aug 25,2000,T,Strategy,Microsoft,Ensemble Studios,Age of Mythology: Extended Edition,May  8,2014,,Strategy,Microsoft Game Studios,Ensemble Studios
343,4553,4553,0.35714285714285715,50,919,The Elder Scrolls III: Morrowind,May 7,2002,T,RPG,Bethesda  Softworks,Bethesda  Softworks,The Elder Scrolls Online: Tamriel Unlimited,Mar 17,2015,M,Role-Playing,Bethesda Softworks,ZeniMax Media
344,4558,4558,0.35714285714285715,99,271,Warcraft III: Reign of Chaos,July 3,2002,T,Strategy,Blizzard Entertainment,Blizzard Entertainment,World of Warcraft: Warlords of Draenor,Nov 13,2014,T,Role-Playing,Blizzard Entertainment,Blizzard Entertainment
345,4600,4600,0.35714285714285715,362,1837,The Sims 2: Seasons,March 1,2007,T,Simulation,Electronic Arts,EA Redwood Shores Studio,The Sims 3 Supernatural,Sep  4,2012,T,Simulation,Electronic Arts,The Sims Studio
346,4642,4642,0.35294117647058826,1496,3930,Game of Thrones: Episode 3 -- The Sword in the Darkness,March 24,2015,M,Adventure,Telltale Games,Telltale Games,Jurassic Park: The Game,Nov 15,2011,T,Adventure,Telltale Games,Telltale Games
347,4645,4645,0.35294117647058826,1646,710,Borderlands 2: Captain Scarlett and her Pirate's Booty,October 16,2012,M,Shooter,2K Games,Gearbox Software,Borderlands 2: Mr. Torgue's Campaign of Carnage,Nov 20,2012,M,Action,2K Games,Gearbox Software
348,4652,4652,0.35294117647058826,2515,311,Starcraft II: Nova Covert Ops -- Mission Pack 1,March 29,2016[MissionPack1launch],,Strategy,Blizzard Entertainment,Blizzard Entertainment,Starcraft II: Heart of the Swarm,Mar 12,2013,T,Strategy,Blizzard Entertainment,Blizzard Entertainment
349,4698,4698,0.35,87,1660,The Walking Dead -- Game of the Year Edition,November 19,2013,M,Adventure,Telltale Games,Telltale Games,Back to the Future: The Game - Episode V: OUTATIME,Jun 23,2011,RP,Action Adventure,Telltale Games,Telltale Games
350,4708,4708,0.35,1297,1942,The Walking Dead: A Telltale Game Series -- Season Two,December 17,2013[Episode1Launch],M,Adventure,Telltale Games,Telltale Games,Game of Thrones: Episode Two - The Lost Lords,Feb  3,2015,M,Action,Telltale Games,Telltale Games
351,4711,4711,0.35,1952,2043,Game of Thrones: Episode 2 -- The Lost Lords,February 3,2015,M,Adventure,Telltale Games,Telltale Games,Batman: The Telltale Series - Episode 2: Children of Arkham,Sep 20,2016,,Adventure,Telltale Games,Telltale Games
352,4719,4719,0.35,593,453,The Wolf Among Us: Episode 2 -- Smoke and Mirrors,February 5,2014,M,Adventure,Telltale Games,Telltale Games,The Walking Dead: Episode 2 - Starved for Help,Jun 29,2012,M,Miscellaneous,Telltale Games,Telltale Games
353,4750,4750,0.3478260869565217,1612,1782,The Walking Dead: The Game -- Episode 4: Around Every Corner,October 10,2012,M,Adventure,Telltale Games,Telltale Games,Back to the Future: The Game - Episode I: It's About Time,Dec 22,2010,,Action Adventure,Telltale Games,Telltale Games
354,4754,4754,0.3478260869565217,1881,1611,Sam & Max: The Devil's Playhouse -- Episode 1: The Penal Zone,April 15,2010,E10+,Adventure,Telltale Games,Telltale Games,Wallace & Gromit's Grand Adventures Episode 1: Fright of the Bumblebees,Mar 23,2009,,Miscellaneous,Telltale Games,Telltale Games
355,4761,4761,0.3333333333333333,1662,476,Pro Race Driver,April 3,2003,T,Racing,Codemasters,Codemasters,DiRT,Jun 19,2007,E,Driving,Codemasters,Codemasters
356,4770,4770,0.3333333333333333,1667,1764,Majestic,May ,2001,T,Adventure,Electronic Arts,Anim-X,Warp,Mar 13,2012,M,Action,Electronic Arts,Trapdoor
357,4807,4807,0.3333333333333333,1723,1640,Need for Speed: High Stakes,Jun 20,1999,E,Racing,Electronic Arts,Electronic Arts,FIFA Manager 11,Nov  3,2010,E,Sports,Electronic Arts,Electronic Arts
358,4815,4815,0.3333333333333333,1715,2437,Tom Clancy's Ghost Recon Phantoms,August 15,2012,RP-M+,Shooter,Ubisoft,,Tom Clancy's HAWX,Mar 17,2009,T,Action,Ubisoft,Ubisoft Romania
359,4817,4817,0.3333333333333333,1881,718,Sam & Max: The Devil's Playhouse -- Episode 1: The Penal Zone,April 15,2010,E10+,Adventure,Telltale Games,Telltale Games,Sam & Max Episode 201: Ice Station Santa,Nov  8,2007,T,Adventure,Telltale Games,Telltale Games
360,4833,4833,0.3333333333333333,2070,2440,Commander -- Napoleon at War,September 29,2008,RP,Strategy,Matrix Games,Slitherine Software,Gates of Troy,Dec  8,2004,,Strategy,Matrix Games,Slitherine Software
361,4836,4836,0.3333333333333333,1820,2927,Saints Row IV,August 20,2013,M,Action,Deep Silver,Volition,Saints Row: Gat Out of Hell,Jan 20,2015,M,Action Adventure,Deep Silver,Volition Inc.
362,4842,4842,0.3333333333333333,1784,1837,The Sims 2: Pets,October 17,2006,T,Simulation,Electronic Arts,Maxis,The Sims 3 Supernatural,Sep  4,2012,T,Simulation,Electronic Arts,The Sims Studio
363,4845,4845,0.3333333333333333,1683,1001,Warhammer 40000: Space Marine,September 6,2011,M,Shooter,THQ,Relic,Warhammer 40000: Dawn of War II - Retribution,Mar  1,2011,M,Strategy,THQ,Relic
364,4851,4851,0.3333333333333333,1867,3321,Anarchy Online,Jun 27,2001,T,RPG,Funcom,Funcom,No Escape,Nov 30,2000,T,Action,Funcom,Funcom
365,4889,4889,0.3333333333333333,1888,3125,Sword of the Stars: Born of Blood,June 26,2007,E10+,Strategy,Destineer,Kerberos Productions,Sword of the Stars II: Lords of Winter (Enhanced Edition),Nov 30,2012,T,Strategy,Paradox Interactive,Kerberos Productions
366,4913,4913,0.3333333333333333,1875,3367,Diggles: The Myth of Fenris,Mar 11,2002,T,Strategy,Strategy First,Innonics,Diggles,Mar 20,2002,T,Strategy,Strategy First,Innonics
367,4923,4923,0.3333333333333333,2008,65,Star Wars Battlefront II,October 31,2005,T,Shooter,LucasArts,Pandemic Studios,Star Wars Jedi Knight: Dark Forces II,Sep 30,1997,,Action,LucasArts,LucasArts
368,4927,4927,0.3333333333333333,1803,984,The Sims: Life Stories,February 6,2007,T,Simulation,Electronic Arts,Maxis,The Sims 3: Into the Future,Oct 22,2013,T,Simulation,Electronic Arts,Maxis
369,4962,4962,0.3333333333333333,2716,1992,Flashback,October 1,2013,T,Action,Ubisoft,Ubisoft,Bloody Good Time,Oct 29,2010,T,Action,Ubisoft,Ubisoft
370,4969,4969,0.3333333333333333,1924,123,Age of Wonders III,March 31,2014,T,Strategy,Triumph Studios,Triumph Studios,Age of Mythology,Nov  1,2002,T,Strategy,Microsoft Game Studios,Ensemble Studios
371,4994,4994,0.3333333333333333,2228,233,Shadowrun,May 29,2007,M,Shooter,Microsoft,FASA Studio,MechWarrior 4: Vengeance,Nov 23,2000,T,Simulation,Microsoft Game Studios,FASA Studio
372,5039,5039,0.3333333333333333,3257,373,Skydive!,Jul 28,1999,,Sports,Electronic Arts,Gonzo Games,Clive Barker's Undying,Feb 21,2001,M,Action,Electronic Arts,Dreamworks Games
373,5053,5053,0.3333333333333333,2386,2421,Cities: Skylines -- After Dark,September 24,2015,,Simulation,Paradox  Interactive,Colossal Order,Cities in Motion,Feb 22,2011,E,Simulation,Paradox Interactive,Colossal Order
374,5071,5071,0.3333333333333333,1952,2369,Game of Thrones: Episode 2 -- The Lost Lords,February 3,2015,M,Adventure,Telltale Games,Telltale Games,Minecraft: Story Mode - Episode 1: The Order of the Stone,Oct 13,2015,E10+,Action Adventure,Telltale Games,Telltale Games
375,5072,5072,0.3333333333333333,1931,366,Wallace & Gromit's Grand Adventures Episode 3: Muzzled!,June 15,2009,E,Adventure,Telltale Games,Telltale Games,Sam & Max Episode 205: What's New Beelzebub?,Apr 10,2008,T,Adventure,Telltale Games,Telltale Games
376,5135,5135,0.3333333333333333,2026,2952,Wallace & Gromit's Grand Adventures Episode 2: The Last Resort,May 5,2009,E,Adventure,Telltale Games,Telltale Games,The Walking Dead: Michonne - Episode 2: Give No Shelter,Mar 29,2016,,Adventure,Telltale Games,Telltale Games
377,5137,5137,0.3333333333333333,2210,2997,The Last Remnant,March 24,2009,M,RPG,Square Enix,Square Enix,Lightning Returns: Final Fantasy XIII,Dec 10,2015,T,General,Square Enix,Square Enix
